productId,categoryId,idGood,title,value,image,price,description,quantity,language
0,1,1,"Làm Chủ Nghịch Cảnh - Từ Một Cậu Bé Bất Hạnh, Tôi Đã Thành Công Như Thế Nào? (Tặng E-Book Bộ 10 Cuốn Sách Hay Về Kỹ Năng, Đời Sống, Kinh Tế Và Gia Đình - Tại App MCbooks)",109.440 đ,https://salt.tikicdn.com/cache/200x200/ts/product/dd/17/bd/756c961e27475310b2049514b8ebd01a.jpg,109.440 đ,1,1,1
1,1,1,Combo Bí Mật Tư Duy Triệu Phú (Mới Nhất - 2016),304.940 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/7/_/7_10_2_1.u547.d20160408.t112901.jpg,304.940 đ,1,1,1
2,1,1,"Bộ: Mặt Dày Tâm Đen- Lãnh Đạo Bằng Câu Hỏi - 7 Câu Hỏi ""Thần Kỳ"" Của Mọi Sếp Giỏi",309.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/3e/5e/8a/b7ccc81599336118914688e3da2fb7e5.jpg,309.000 đ,1,1,1
3,1,1,Combo Không Thể Thiếu Cho Những Nhân Viên Chuyên Nghiệp: Kỹ Năng Viết Báo Cáo Hiệu Quả + Kỹ Năng Lập Kế Hoạch Hiệu Quả (những bí quyết để từng bước thăng tiến trong công việc),164.880 đ,https://salt.tikicdn.com/cache/200x200/ts/product/43/e4/e6/b1bc1888da98b108bd68da1229f18fec.jpg,164.880 đ,1,1,1
4,1,1,Gia Tộc Morgan - Một Triều Đại Ngân Hàng Mỹ Và Sự Trỗi Dậy Của Nền Tài Chính Hiện Đại,424.150 đ,https://salt.tikicdn.com/cache/200x200/ts/product/5d/8d/4d/9ee0443157de2e51c013ff659c3e374f.jpg,424.150 đ,1,1,1
5,1,1,Nhất định phải kinh doanh cái gì đó,179.100 đ,https://salt.tikicdn.com/cache/200x200/ts/product/61/41/03/d1150a2835d2495aee950fee2aeba5a4.jpg,179.100 đ,1,1,1
6,1,1,Combo Đánh Bại Sự Trì Trệ Của Bản Thân: Kỹ Năng Bán Hàng Hiệu Quả + Quản Lý Công Việc Hiệu Quả Theo Phong Cách Người Nhật (có đạt được thành công và tạo dấu ấn trong sự nghiệp hay không là tùy thuộc vào bạn),150.480 đ,https://salt.tikicdn.com/cache/200x200/ts/product/68/b2/5a/9aa0ac6d9e2524d96670d88c6c08b6b5.jpg,150.480 đ,1,1,1
7,1,1,Hiệu Ứng IKEA Và Hành Trình Chinh Phục Thế Giới,188.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/fe/ec/07/22bf265fe78207e3bc9822244cf8ee0d.jpg,188.000 đ,1,1,1
8,1,1,Combo Sách Bài Học Kinh Doanh Hay : Bước Đi Ngẫu Nhiên Trên Phố Wall + Donald Trump Chiến Lược Đầu Tư Bất Động Sản ( Tặng Kèm Postcard HAPPY LIFE ),222.100 đ,https://salt.tikicdn.com/cache/200x200/ts/product/87/05/d0/059be27a9faf26428fbf965dad2218e2.jpg,222.100 đ,1,1,1
9,1,1,Khát Vọng Việt: Vì Sao Đất Nước Ta Còn Nghèo?,85.000 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/b/i/bia_khat-vong-viet.u5131.d20170505.t122106.404670.jpg,85.000 đ,1,1,1
10,1,1,Để Doanh Nghiệp Thành Công Trong Thế Giới Phẳng,11.900 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/i/m/image_895_.jpg,11.900 đ,1,1,1
11,1,1,Combo Sách Kinh Tế: Kinh Tế Học Hài Hước + Kinh Tế Thành Viên,449.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/e9/0a/5b/07a86eae84d4238e2aef86ee01e82d6f.JPG,449.000 đ,1,1,1
12,1,1,Combo Sách Kỹ Năng Để Trở Thành Nhà Quản Lý Chuyên Nghiệp: Quản Lý 80/20 + Quản Lý Nghiệp (Tặng kèm bookmark thiết kế),115.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/6d/14/9e/6e4c7cc1293da744975365b5d5c69889.jpg,115.000 đ,1,1,1
13,1,1,PR Nội Bộ Và PR Cộng Đồng,166.500 đ,https://salt.tikicdn.com/cache/200x200/ts/product/6e/ac/f3/d577308d93c27666da9de92db8b67032.jpg,166.500 đ,1,1,1
14,1,1,Combo Sách Tư Duy - Kỹ Năng Làm Việc : Cú Đánh Thức Tỉnh Trí Sáng Tạo + Tập Trung Hay Là Chết? + Kẻ Thành Công Phải Biết Lắng Nghe,346.900 đ,https://salt.tikicdn.com/cache/200x200/ts/product/9a/6d/b9/226b42f0d9b77107b8fe56990449fb2a.JPG,346.900 đ,1,1,1
15,1,1,Hackers Ielts: Writing - Giỏi IELTS Không Tốn Mấy Đồng (Quà tặng: Cây viết Galaxy),174.470 đ,https://salt.tikicdn.com/cache/200x200/ts/product/bb/65/34/cf44016246a8e7a92dca679752b180f8.jpg,174.470 đ,1,1,1
16,1,1,"Bộ 3 cuốn sách kỹ năng mềm độc nhất mọi thời đại NT""Rich habits, poor habits: Sự khác biệt giữa người giàu và người nghèo ,Quản lý thời gian thông minh của người thành đạt: Bí quyết thành công của triệu phú Anh , Muốn thành công nói không với trì hoãn – 21 nguyên tắc vàng đập tan sự trì hoãn''",300.960 đ,https://salt.tikicdn.com/cache/200x200/ts/product/15/f0/40/6b2e313dc58a8ade52cde3c9e72da527.JPG,300.960 đ,1,1,1
17,1,1,Bảo Mật Thông Tin Nơi Công Sở - 50 Điều Lưu Ý Để Bảo Vệ Bí Mật Cho Công Ty,26.500 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/b/a/bao_mat_thong_tin.jpg,26.500 đ,1,1,1
18,1,1,​Jeffbezos Và Kỷ Nguyên Amazon (Tái Bản),76.900 đ,https://salt.tikicdn.com/cache/200x200/ts/product/b4/82/2f/53b05631f6a59e0cc612cfde98036469.jpg,76.900 đ,1,1,1
19,1,1,Biến Blog Thành Cỗ Máy ATM Siêu Việt,62.100 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/i/m/img680.u2469.d20170214.t094821.771793.jpg,62.100 đ,1,1,1
20,1,1,Combo Các Cuộc Chiến Tranh Tiền Tệ và Thế Giới Phẳng ( Tặng kèm Sổ Tay Xương Rồng),311.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/3c/b2/5f/dea34b45db221b3d5e6373165a2607c3.jpg,311.000 đ,1,1,1
21,1,1,Mật Mã Tài Năng (Tái Bản 2017),119.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/a6/2c/69/1eb825ed11d5fc808f93c2c6b5622c47.jpg,119.000 đ,1,1,1
22,1,1,Combo Vua Bán Hàng (Chào Hàng Chuyên Nghiệp Bán Hàng Thành Công + Ai Hiểu Khách Hàng Người Đó Bán Được Hàng + Những Cấm Kị Khi Giao Tiếp Với Khách Hàng),170.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/81/13/c6/18eb013090cde02e065aaaaf26fa72cc.jpg,170.000 đ,1,1,1
23,1,1,Để Trở Thành Người Bán Hàng Xuất Sắc (Tái Bản 2016),50.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/66/05/51/792d95518bfd063a24effab1510bd01e.jpg,50.000 đ,1,1,1
24,1,1,Combo 2 cuốn cẩm nang dành cho dân Content: Content Marketing Trong Kỷ Nguyên 4.0 + Content Bạc Tỷ,259.500 đ,https://salt.tikicdn.com/cache/200x200/ts/product/16/39/33/5ae8e014fcff738af1b461bc1478bc14.jpg,259.500 đ,1,1,1
25,1,1,MBA Căn Bản ( Quà Tặng: Cây Viết Kute' ),107.280 đ,https://salt.tikicdn.com/cache/200x200/ts/product/f3/96/48/f27448bb23c3bcd672a4a3195d3e74a0.gif,107.280 đ,1,1,1
26,1,1,Bộ Sách Tất Cả Những Nhà Kinh Doanh Cần Có - Những Chiến Thuật Thuyết Phục Khách Hàng Đỉnh Cao ( Sát Thủ Bán Hàng + Thôi Miên Bằng Ngôn Từ + Marketing Truyền Miệng ) tặng kèm bookmark Sáng Tạo,321.840 đ,https://salt.tikicdn.com/cache/200x200/ts/product/e3/b8/4a/10ed9a20b830ccdba553feedeb4d3ddc.jpg,321.840 đ,1,1,1
27,1,1,Combo Giải Pháp Bán Hàng 4.0 Hiệu Quả : Chiến Lược Marketing Hoàn Hảo + Giải Pháp Bán Hàng 4.0,164.320 đ,https://salt.tikicdn.com/cache/200x200/ts/product/dc/1d/59/fde935b118e9fbbf2c83df4ec2b30216.png,164.320 đ,1,1,1
28,1,1,Combo Sách Kỹ Năng Cần Thiết Để Thành Công Trong Công Việc: 9 Kỹ Năng Làm Việc Quan Trọng Hơn Bằng Cấp + Lập Kế Hoạch Marketing Hiệu Quả,176.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/48/a9/1f/5a8c9cd163421ac46ee1e0e19151bf49.jpg,176.000 đ,1,1,1
29,1,1,Thói Quen Thành Công - Bí Mật Để Luyện Nghĩ Giàu Thực Hành Làm Giàu ( TẶNG Kèm Bút Nhiều Màu Sắc ),111.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/a3/c3/ec/e6553edd488a0f11ea4c20ca47e74895.jpg,111.000 đ,1,1,1
30,1,1,Bộ Sách Kinh Điển Đầu Tư Chứng Khoán ( Trên Đỉnh Phố Wall + Bước Đi Ngẫu Nhiên Trên Phố Wall ) (Tặng kèm Tickbook),316.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/b1/0d/1b/382922fde197546ad6bc71abfeb81463.jpg,316.000 đ,1,1,1
31,1,1,Trên Cả Lí Thuyết - Những Bài Học Kinh Doanh Steve Jobs Để Lại Cho Thế Giới - Tái Bản Tặng Kèm Bookmath kẽm,89.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/36/d4/a0/46f5d169b37ddf6b70d799490471abd4.jpg,89.000 đ,1,1,1
32,1,1,Những Chiến Lược Khác Biệt Để Phát Triển Thương Hiệu,71.200 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/i/m/img537.u2487.d20160529.t153201.jpg,71.200 đ,1,1,1
33,1,1,"Combo 2 cuốn Kỹ Năng Đi Trước Đam Mê, Những Bước Đơn Giản Đến Ước Mơ (Tái Bản 2014) (tặng kèm 2 bút bi hình - Giao ngẫu nhiên)",182.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/a5/78/bf/c63f56a2b428c7036ed1865a1ce0b2cd.jpg,182.000 đ,1,1,1
34,1,1,8 Bước Thành Công Kinh Doanh Ngày Nay,31.000 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/i/m/img167.u2469.d20160728.t151801.jpg,31.000 đ,1,1,1
35,1,1,Hộp sách đầu tư Bất động sản khôn ngoan,459.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/6a/ce/f1/4abb30366df919deb9dcd9b9fbd930eb.png,459.000 đ,1,1,1
36,1,1,Combo7 Thói Quen Của Bạn Trẻ Thành Đạt (Tái Bản) + Thói Quen Thứ 8 (Tái Bản) (2 Cuốn),236.000 đ,https://salt.tikicdn.com/cache/200x200/ts/product/e2/a7/16/9dfa78a27f8443bc8f045d25435415fb.jpg,236.000 đ,1,1,1
37,1,1,Combo Cẩm Nang Làm Gìau: Cách Biến Ý Tưởng Triệu Đô Thành Hiện Thực Của Shark Lori Greiner + Cách Biến 1.000 USD Thành Doanh Nghiệp Tỷ Đô Của Shark Barbara Corcoran (Tặng kèm bookmark thiết kế) - Sách Kinh Tế Hay Cho Bạn Đam Mê Làm Gìau,228.240 đ,https://salt.tikicdn.com/cache/200x200/ts/product/0a/2c/35/8970eb7ed5752c06b6fbf3fc00cdf63a.jpg,228.240 đ,1,1,1
38,1,1,Khởi Nghiệp Công Nghệ - Máu Bẩn,191.200 đ,https://salt.tikicdn.com/cache/200x200/ts/product/e2/0b/dd/abedf5405c3af30e7a635ff2b5faf4a0.jpg,191.200 đ,1,1,1
39,1,1,Nhìn Lại Sự Thần Kỳ Của Các Nước Đông Á,105.300 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/i/m/img847_1_5.jpg,105.300 đ,1,1,1
40,1,1,Dạy Con Làm Giàu XI - Trường Dạy Kinh Doanh Cho Những Người Thích Giúp Đỡ Người Khác (Tái Bản),35.250 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/d/a/day-con-lam-giau--tap-11.jpg,35.250 đ,1,1,1
41,1,1,Chiến Thắng Cuộc Chơi Thế Kỷ 21,70.700 đ,https://salt.tikicdn.com/cache/200x200/ts/product/64/09/c7/feeb3dea3ae2284b75b69b6cb3a60e12.jpg,70.700 đ,1,1,1
42,1,1,Sơ Đồ Quan Trọng Nhất Thế Giới,259.200 đ,https://salt.tikicdn.com/cache/200x200/media/catalog/product/s/o/so-do-quan-trong-nhat-the-gioi.jpg,259.200 đ,1,1,1
43,1,1,Combo Sách Kinh Tế Hay: Khiêu Vũ Với Ngòi Bút + Search Inside Yourself - Tạo Ra Lợi Nhuận Vượt Qua Đại Dương Và Thay Đổi Thế Giới - ( 2 Cuốn Sách Kinh Tế Bán Chạy Nhất/ Tặng Kèm Postcard Greenlife),234.999 đ,https://salt.tikicdn.com/cache/200x200/ts/product/0d/cc/c5/3b96f6f0159c0c929c12c2888b2fca49.jpg,234.999 đ,1,1,1
44,1,1,100 Cách Giao Tiếp Cần Học Hỏi Trong Cuộc Sống,59.900 đ,https://salt.tikicdn.com/cache/200x200/ts/product/32/d0/0f/11b7a4194ba4ea7f7382c4a4cbb202ff.jpg,59.900 đ,1,1,1
45,1,1,Vượt Qua Thử Thách Trong Phỏng Vấn Tuyển Dụng (Tái Bản 2018),61.100 đ,https://salt.tikicdn.com/cache/200x200/ts/product/ae/0f/0e/306cc790b4b7fe731d0d1a8a3b97d550.jpg,61.100 đ,1,1,1
46,1,1,Huy Động Vốn: Khó Mà Dễ,68.900 đ,https://salt.tikicdn.com/cache/200x200/ts/product/d6/46/f4/b3698c35c95ed975708a14c48cdc8a09.jpg,68.900 đ,1,1,1
47,1,1,Combo 3 Cuốn Sách : Let’s Write! – Viết Đoạn Không Khó (Tập 1) + Viết Gì Cũng Đúng (Tập 1+2),339.570 đ,https://salt.tikicdn.com/cache/200x200/ts/product/d0/c8/82/b74c67d6bf7fcf2c70e1820cf2f111f3.JPG,339.570 đ,1,1,1
